gene_id,UP_90_10_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA.Aligned.sortedByCoord.out
ENSGALG00000010594,379,447,214,710,283,1083,495,554,495,173,431,400
ENSGALG00000009621,20800,21697,11878,22847,18221,126956,29164,14299,50108,10924,12891,13531
ENSGALG00000010596,1,2,2,2,1,1,1,5,1,2,1,1
ENSGALG00000009624,68,93,42,240,45,155,187,38,139,48,121,101
ENSGALG00000001038,1405,1598,721,1419,1009,3193,1303,871,1977,976,924,1264
ENSGALG00000009626,1164,2470,1530,2758,682,3189,1400,1143,2981,907,2355,1785
ENSGALG00000009627,1187,1703,1080,2049,899,3950,1762,1346,1727,827,1234,1553
ENSGALG00000001035,581,5,12,16,389,780,944,529,1738,14,9,786
ENSGALG00000001034,823,990,487,1229,479,1787,774,727,1026,365,734,916
ENSGALG00000001037,361,534,332,560,232,878,407,281,469,197,485,475
ENSGALG00000001036,865,1515,851,1257,583,2155,843,846,1211,757,1007,1164
ENSGALG00000001031,14,16,2,19,1,51,1,0,4,13,10,3
ENSGALG00000001030,1026,1455,629,1736,710,2485,1079,748,2355,860,919,1076
ENSGALG00000017644,4921,7090,3268,2752,3200,16674,3289,4189,7873,3383,2339,5398
ENSGALG00000006022,1434,1910,1120,2155,916,3630,1238,1435,1496,694,1427,1845
ENSGALG00000006020,726,837,396,954,568,2303,1111,655,818,326,605,770
ENSGALG00000006027,141,223,114,153,98,472,115,77,113,41,95,226
ENSGALG00000006025,1,6,2,0,0,0,0,0,574,0,0,0
ENSGALG00000036076,369,667,344,626,267,1054,435,298,461,212,363,427
ENSGALG00000036075,154,149,0,1,312,11,1,89,5,129,0,56
ENSGALG00000036074,148,130,105,157,69,302,159,132,96,60,149,125
ENSGALG00000036079,1,1,0,0,0,0,2,0,0,0,0,0
ENSGALG00000001364,3686,5213,2095,6007,2106,11155,5040,4103,5433,2282,4610,4938
ENSGALG00000016998,179,313,232,143,111,539,102,107,281,86,83,114
ENSGALG00000012179,583,752,354,1219,502,1245,994,350,968,483,565,785
ENSGALG00000016996,5618,10185,4617,7514,3172,8667,5376,4763,5404,3214,5992,6724
ENSGALG00000016997,1446,2077,1148,2119,724,3461,1685,1052,2321,788,1244,1689
ENSGALG00000016994,106,779,220,148,240,422,257,262,582,198,196,312
ENSGALG00000016995,161,294,258,297,130,466,243,127,339,186,233,284
ENSGALG00000016992,4,2,0,8,4,1,16,1,12,1,4,1
ENSGALG00000016993,1229,1923,1281,2364,792,3724,1396,755,1263,624,1229,1431
ENSGALG00000016990,518,760,324,1051,461,2025,847,624,910,247,768,711
ENSGALG00000016991,2052,2019,1226,1608,679,3071,966,722,989,734,1301,1872
ENSGALG00000046085,142,308,187,61,17,95,79,29,116,113,67,131
ENSGALG00000046083,2,3,1,3,1,1,2,3,7,2,5,2
ENSGALG00000012171,42,13,19,17,31,98,26,36,38,7,12,15
ENSGALG00000007082,767,2460,1234,1514,767,2342,1226,1326,1341,1006,1489,1415
ENSGALG00000007080,65,123,136,337,37,175,152,49,235,154,100,164
ENSGALG00000007084,208,431,156,270,133,541,337,208,328,130,181,239
ENSGALG00000012173,28,25,50,14,1,174,7,9,35,20,4,11
ENSGALG00000012177,3834,4019,2148,7128,2853,10741,7983,3282,5856,1677,3906,4990
ENSGALG00000000639,431,781,422,747,483,1226,738,645,1176,483,725,710
ENSGALG00000034505,5,13,0,6,0,8,2,7,5,7,2,6
ENSGALG00000034504,0,32,5,16,5,34,0,0,31,12,5,7
ENSGALG00000034507,1416,3572,1318,990,667,2348,791,876,1707,1138,877,1405
ENSGALG00000034501,2768,4507,2021,2777,2554,6124,2156,2640,5583,3712,2889,2603
ENSGALG00000034500,1237,2061,1567,3013,999,2505,2076,1243,1515,856,1968,1724
ENSGALG00000034502,3677,8051,3477,6597,3418,6365,5912,4979,8051,4091,6221,6494
ENSGALG00000034509,421,720,350,831,414,1360,637,579,679,220,718,955
ENSGALG00000000855,729,1228,573,1110,423,2321,776,683,896,381,702,905
ENSGALG00000000856,1087,1797,885,1247,623,2139,1291,1052,1454,582,1077,1368
ENSGALG00000000857,1524,2940,1301,1677,1138,3058,1503,1352,2939,1687,1426,1720
ENSGALG00000000853,973,1117,485,1179,700,1938,1001,651,910,506,721,1013
ENSGALG00000046627,3,5,1,7,1,17,4,1,12,6,5,1
ENSGALG00000037852,354,369,96,249,265,741,276,337,832,136,147,453
ENSGALG00000037851,33,66,20,27,4,111,8,17,38,22,4,25
ENSGALG00000037856,636,1497,514,986,485,1107,781,801,1093,500,610,946
ENSGALG00000037854,630,1270,658,316,252,651,279,368,613,535,515,676
ENSGALG00000003503,509,1241,480,784,384,1786,645,460,1043,580,516,624
ENSGALG00000003500,120,136,89,295,66,291,104,33,116,67,117,120
ENSGALG00000003507,2063,3457,1760,2582,1521,3920,2193,1781,3251,2042,1933,2422
ENSGALG00000003505,163,263,138,321,75,502,168,134,312,196,167,97
ENSGALG00000003509,94,165,55,158,127,87,43,50,207,98,87,147
ENSGALG00000005905,83,84,64,155,59,255,105,106,154,41,77,109
ENSGALG00000005904,1599,2364,1188,2698,1147,6701,2823,1471,1957,946,1467,1785
ENSGALG00000005907,10629,13209,6609,15371,6727,23352,9833,10637,12687,5279,9976,12174
ENSGALG00000005901,9369,10140,5324,10916,5488,17804,9487,9764,9505,3327,6071,14727
ENSGALG00000005900,921,1500,840,1191,622,1980,903,877,1577,811,796,1080
ENSGALG00000005903,1184,6414,3669,3718,1173,2057,1430,1558,2778,1878,3755,2213
ENSGALG00000005902,3024,4825,1915,5062,1985,8000,3536,2639,5111,1655,2311,3305
ENSGALG00000005909,72,126,72,152,71,253,141,80,377,204,40,124
ENSGALG00000005908,947,1474,769,1535,485,1396,934,1081,1134,378,1000,1267
ENSGALG00000052567,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052566,5,5,5,5,0,24,11,1,17,4,0,5
ENSGALG00000052565,0,1,0,1,0,1,0,1,0,1,1,0
ENSGALG00000052564,1,1,0,1,1,2,1,1,1,1,1,1
ENSGALG00000052563,2,1,2,4,5,14,1,0,4,2,2,2
ENSGALG00000052562,1,1,0,1,1,3,1,1,3,1,3,1
ENSGALG00000052561,1,1,0,2,0,0,1,1,1,1,1,0
ENSGALG00000052560,2,6,5,4,2,13,5,1,17,3,11,7
ENSGALG00000052569,0,0,0,7,0,0,0,0,0,0,0,0
ENSGALG00000052568,5,13,2,14,10,197,30,16,15,15,11,1
ENSGALG00000048847,0,0,0,0,5,0,0,0,0,0,0,0
ENSGALG00000048846,0,1,0,2,7,0,2,0,0,0,2,0
ENSGALG00000048845,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048844,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048843,1,1,0,1,1,1,0,0,1,1,1,0
ENSGALG00000048842,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048841,1,1,0,1,0,0,1,0,1,2,1,0
ENSGALG00000048840,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048849,807,1128,464,554,348,1064,453,499,893,362,217,510
ENSGALG00000048848,6,4,1,7,3,1,1,0,0,1,1,1
ENSGALG00000033669,1,2,2,5,1,9,3,2,18,11,2,2
ENSGALG00000021883,537,823,471,797,248,717,407,524,456,301,631,605
ENSGALG00000028402,1,1,0,0,0,0,1,0,0,0,1,0
ENSGALG00000028407,38,29,7,4,5,68,10,1,11,7,4,1
ENSGALG00000028409,329,1247,437,369,276,795,269,354,532,557,487,574
ENSGALG00000040662,1711,2144,1039,2611,1310,4314,1912,1844,2625,1073,1721,1841
ENSGALG00000040666,1,0,0,26,0,22,5,0,6,3,2,4
ENSGALG00000040665,252,301,166,558,131,842,301,152,306,154,294,370
ENSGALG00000044177,809,1511,464,1683,422,2296,1181,706,1611,304,1359,1083
ENSGALG00000026536,2,3,1,3,0,18,0,0,43,1,3,0
ENSGALG00000000632,119,248,125,86,145,489,69,35,144,88,43,99
ENSGALG00000022440,153,247,104,71,54,165,72,126,144,123,56,124
ENSGALG00000051034,4,1,0,1,3,2,0,0,1,1,1,4
ENSGALG00000051035,1,1,0,1,1,1,0,1,1,1,1,1
ENSGALG00000051036,47,70,24,54,21,152,31,21,40,18,63,53
ENSGALG00000051037,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051030,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051031,2,1,0,1,0,1,1,1,1,7,1,0
ENSGALG00000051032,1,1,1,1,1,1,1,1,1,1,1,1
ENSGALG00000051033,9,51,14,37,1,31,16,11,27,12,12,7
ENSGALG00000051038,1,1,1,1,1,1,1,1,1,1,1,1
ENSGALG00000051039,12,1,0,3,0,84,21,0,0,4,1,1
ENSGALG00000041048,0,1,1,0,0,0,0,1,1,0,0,0
ENSGALG00000033369,829,2642,984,1602,1425,1331,1525,1457,1646,817,612,3768
ENSGALG00000041042,74,74,10,71,64,72,58,71,46,65,61,96
ENSGALG00000041043,7,1,1,7,5,0,4,0,77,1,5,5
ENSGALG00000041044,221,342,151,616,220,732,572,264,388,118,316,325
ENSGALG00000033365,87,69,41,35,41,285,125,105,148,26,34,62
ENSGALG00000005019,9,13,0,22,3,20,27,0,21,3,19,14
ENSGALG00000005012,806,1344,980,882,409,2264,572,483,947,525,578,640
ENSGALG00000005011,169,274,104,167,100,379,170,265,116,131,131,191
ENSGALG00000005017,2,2,0,6,0,7,7,0,0,0,3,0
ENSGALG00000005016,2215,2872,1336,6169,2732,5603,4420,2006,6068,2202,3753,2800
ENSGALG00000005014,589,705,150,559,637,858,1313,95,2120,342,501,599
ENSGALG00000049714,0,0,0,1,0,0,0,0,1,1,1,0
ENSGALG00000049715,2,2,0,2,2,2,1,2,2,2,1,0
ENSGALG00000049716,656,447,333,125,131,2221,178,93,303,936,47,123
ENSGALG00000049717,1,2,0,2,1,4,6,1,1,1,1,1
ENSGALG00000049710,1,1,1,2,2,7,1,1,5,0,2,1
ENSGALG00000049711,54,224,37,366,60,437,383,87,89,106,65,41
ENSGALG00000049712,0,0,0,1,0,0,0,0,0,0,0,0
ENSGALG00000049713,12,9,26,3,9,30,6,12,16,11,2,7
ENSGALG00000049718,2,1,0,4,0,1,0,0,1,1,0,1
ENSGALG00000049719,5,2,0,28,0,40,0,0,13,4,9,0
ENSGALG00000033941,29,75,29,19,6,86,21,5,58,62,17,25
ENSGALG00000033943,243,692,283,186,183,609,216,235,353,313,212,398
ENSGALG00000042538,389,837,291,550,310,721,618,423,1113,942,529,659
ENSGALG00000039048,730,930,118,207,119,371,171,130,440,247,253,281
ENSGALG00000032011,1,1,1,1,0,0,1,0,1,2,1,1
ENSGALG00000042533,1409,2383,1155,1910,1156,3711,1927,1465,3774,1334,1618,2382
ENSGALG00000042534,351,435,203,349,335,1910,343,293,741,301,763,232
ENSGALG00000039040,3,1,1,1,1,4,1,1,32,1,1,1
ENSGALG00000020647,57,100,56,76,60,105,33,51,111,76,56,58
ENSGALG00000020151,3,10,2,2,1,4,1,22,0,5,3,6
ENSGALG00000038089,3861,6169,2613,6969,3029,9510,5998,4609,6377,2482,4891,6347
ENSGALG00000043359,594,1016,686,800,697,2022,770,746,1855,809,555,612
ENSGALG00000002358,1185,1925,573,1356,1135,1563,711,1319,1391,988,1314,1334
ENSGALG00000043355,4803,3865,1366,4500,3733,7247,4970,4821,8809,3807,2942,5718
ENSGALG00000039958,409,732,299,888,250,1209,611,361,571,212,474,440
ENSGALG00000039951,1195,2918,911,2245,925,3087,1345,1160,2431,879,1567,1926
ENSGALG00000048438,7,4,0,8,0,1,4,1,2,1,7,3
ENSGALG00000048439,1,1,0,1,0,1,1,1,2,1,1,1
ENSGALG00000048436,1,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000048437,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048434,2,0,1,2,1,2,1,0,0,2,3,0
ENSGALG00000048435,1,1,1,1,0,7,1,1,1,1,1,1
ENSGALG00000048432,16,7,2,3,2,67,7,17,1,1,1,11
ENSGALG00000048433,3,3,2,15,3,17,8,0,30,4,11,1
ENSGALG00000048430,156,200,52,342,276,845,508,269,820,213,274,252
ENSGALG00000048431,0,1,0,1,0,0,0,0,0,0,0,0
ENSGALG00000002379,622,1041,427,1535,467,1577,786,758,809,238,644,1077
ENSGALG00000034950,1776,1616,623,2284,1322,4489,2159,1959,3897,792,1418,2258
ENSGALG00000002371,551,1225,447,964,467,933,590,356,1389,863,928,548
ENSGALG00000044471,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000002377,25721,33604,14767,25448,12119,50872,19150,17836,24222,11492,21726,22896
ENSGALG00000002375,6400,7825,4439,8611,5047,16731,8367,5470,15525,10262,8097,5747
ENSGALG00000002374,234,187,159,304,122,1069,199,45,207,107,149,261
ENSGALG00000043370,186,444,171,201,107,378,229,195,476,295,213,241
ENSGALG00000043372,417,343,255,134,152,1712,301,134,392,470,114,146
ENSGALG00000043373,5470,9893,4827,9153,4622,11968,7022,5928,12109,3993,7435,7369
ENSGALG00000001256,832,1249,601,481,320,4547,498,333,824,317,305,444
ENSGALG00000043379,3016,11369,4700,3268,1979,8374,2753,4195,4459,3535,3243,5034
ENSGALG00000025735,49,298,113,111,125,100,86,65,120,41,117,78
ENSGALG00000000424,1021,1228,593,1018,337,3818,965,816,1353,367,628,932
ENSGALG00000038601,119,334,241,118,108,354,124,112,317,158,108,126
ENSGALG00000038606,115,16,6,185,22,9,0,0,80,0,91,143
ENSGALG00000038604,1293,1744,770,1573,639,2411,1171,793,1210,377,687,1026
ENSGALG00000038608,100,311,70,148,83,331,160,230,221,59,150,263
ENSGALG00000009026,571,790,194,753,447,654,383,581,525,393,413,587
ENSGALG00000009027,275,297,170,397,198,564,373,274,365,129,250,314
ENSGALG00000009024,1008,1794,892,2219,643,2352,1448,1117,1471,825,1260,1262
ENSGALG00000009023,658,914,443,1023,391,1637,724,431,731,377,547,708
ENSGALG00000009020,874,1088,751,1452,595,2062,913,603,1902,756,1119,985
ENSGALG00000009021,1453,1948,1133,2138,926,2278,1793,1583,1668,832,1764,1642
ENSGALG00000009028,760,1398,570,1470,506,1566,1085,716,1092,434,1036,1284
ENSGALG00000009029,156,202,114,210,134,464,322,105,158,78,127,168
ENSGALG00000052970,738,1769,822,1506,512,1660,818,883,1222,661,951,1017
ENSGALG00000047458,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053968,2,3,0,2,1,8,2,0,1,2,1,2
ENSGALG00000053969,1,1,0,1,1,1,1,1,1,1,0,0
ENSGALG00000053960,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053961,44,26,3,78,0,51,47,0,45,11,19,60
ENSGALG00000053962,7,3,17,13,8,15,13,1,3,10,17,3
ENSGALG00000053963,2,4,0,1,5,12,2,1,1,3,1,1
ENSGALG00000053964,235,615,156,292,201,1822,159,215,480,277,103,186
ENSGALG00000053965,1,1,0,1,1,1,0,0,1,1,1,1
ENSGALG00000053966,8,2,1,1,1,1,1,1,1,1,1,5
ENSGALG00000053967,2,1,0,1,1,2,0,0,0,0,2,0
ENSGALG00000010868,1,10,0,1,1,15,6,1,11,1,1,8
ENSGALG00000010869,529,784,431,1145,362,1780,658,518,832,291,538,559
ENSGALG00000010864,2,0,0,0,0,0,0,0,1,0,0,8
ENSGALG00000010865,5,10,2,2,1,0,0,0,32,12,3,6
ENSGALG00000010866,0,7,0,6,0,1,0,0,1,1,8,5
ENSGALG00000010867,1,23,1,1,8,22,2,14,14,5,15,1
ENSGALG00000010861,344,514,195,667,320,921,467,449,638,142,452,379
ENSGALG00000010862,1,1,0,1,0,1,0,0,1,1,0,0
ENSGALG00000010863,114,182,84,137,80,287,146,67,98,71,88,104
ENSGALG00000052978,1,0,0,1,0,0,0,0,1,1,1,0
ENSGALG00000052979,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000022166,90,251,60,122,55,119,131,65,168,140,128,106
ENSGALG00000054617,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054616,2,1,0,1,0,3,0,0,1,2,0,1
ENSGALG00000054615,2,3,2,1,0,2,7,0,2,0,0,1
ENSGALG00000054614,5,8,3,4,1,2,4,1,4,1,6,7
ENSGALG00000054613,17,54,35,38,7,128,17,18,23,17,3,9
ENSGALG00000054612,3,1,0,3,1,1,1,1,0,1,3,0
ENSGALG00000054611,0,0,0,1,0,1,0,0,1,0,1,1
ENSGALG00000054610,31,39,6,40,46,51,41,49,104,16,27,36
ENSGALG00000054619,519,883,360,881,425,1458,940,541,1301,597,605,522
ENSGALG00000054618,1,1,0,4,0,1,0,0,0,1,1,0
ENSGALG00000053344,0,0,0,0,0,0,0,0,0,0,1,0
ENSGALG00000053345,2,3,2,1,2,1,1,1,5,4,3,2
ENSGALG00000053346,0,0,0,0,0,0,1,0,0,5,0,0
ENSGALG00000053347,6,6,1,3,1,13,2,0,1,2,1,8
ENSGALG00000053340,1,1,9,0,1,1,0,0,0,3,1,0
ENSGALG00000053341,76,75,24,203,29,178,121,48,73,58,91,78
ENSGALG00000053342,41,34,19,68,20,204,71,26,25,16,32,39
ENSGALG00000053343,7,27,6,98,10,43,30,3,31,7,12,38
ENSGALG00000053348,3,7,4,21,2,9,0,0,6,3,9,14
ENSGALG00000053349,21,39,25,50,10,108,9,14,147,47,49,16
ENSGALG00000043529,12,54,42,11,6,40,7,27,43,20,10,40
ENSGALG00000008858,5125,7880,4075,7764,3576,10352,4887,5686,4791,2980,5922,6993
ENSGALG00000008859,108,180,112,105,61,136,50,90,100,70,54,91
ENSGALG00000008855,2387,4884,2197,4778,1815,5916,3114,2411,3020,1664,3327,3406
ENSGALG00000008857,816,1933,896,1158,679,2235,954,1019,1542,721,867,1172
ENSGALG00000008850,264,356,223,559,178,518,504,190,426,131,501,354
ENSGALG00000008852,640,607,329,449,357,780,325,441,438,294,469,685
ENSGALG00000017847,71,65,31,63,8,103,48,32,47,12,26,47
ENSGALG00000017846,106,48,19,130,32,145,168,63,418,14,74,115
ENSGALG00000017845,10675,2498,821,7445,1282,11758,1747,1030,6413,1353,2043,1701
ENSGALG00000051118,1,1,0,0,1,1,0,0,1,1,1,1
ENSGALG00000017843,48,73,45,106,34,197,74,185,242,35,76,84
ENSGALG00000017841,280,36,15,157,17,312,82,58,89,17,66,83
ENSGALG00000017840,27,4,11,32,5,115,77,10,78,5,18,16
ENSGALG00000017849,496,73,65,671,68,517,92,53,159,38,87,97
ENSGALG00000017848,28,13,3,12,6,39,9,6,36,2,12,9
ENSGALG00000004172,1370,2337,1059,1827,1037,2893,1140,1244,2200,1515,1287,1807
ENSGALG00000015995,4768,5976,2851,5999,4086,14589,6338,5532,9288,3508,3427,6798
ENSGALG00000039563,702,1108,499,893,484,1564,825,578,1345,549,688,1095
ENSGALG00000047118,13,20,15,18,12,3,7,1,14,8,16,6
ENSGALG00000047119,4,4,3,35,2,11,11,4,8,7,4,12
ENSGALG00000047110,26,10,0,30,1,38,1,1,15,1,13,0
ENSGALG00000047111,0,0,1,1,0,1,1,1,0,0,1,0
ENSGALG00000047112,1,2,0,1,3,1,0,4,0,4,1,1
ENSGALG00000047113,82,201,38,166,127,307,193,104,403,306,268,75
ENSGALG00000047114,28,8,5,2,4,90,5,0,5,33,0,4
ENSGALG00000047115,1,2,1,5,0,1,1,1,1,1,1,1
ENSGALG00000047116,0,4,0,4,0,21,0,0,0,0,0,0
ENSGALG00000047117,2,1,1,1,0,1,1,1,10,1,1,1
ENSGALG00000016716,1097,1104,779,1511,716,3059,766,930,951,515,833,1079
ENSGALG00000016717,98,84,73,210,61,282,214,157,129,63,83,122
ENSGALG00000016710,390,407,109,314,301,392,262,399,307,212,217,379
ENSGALG00000016713,1257,1350,655,1348,734,3096,1194,802,1361,695,832,1042
ENSGALG00000029330,717,1835,690,451,309,1299,393,616,1146,755,578,850
ENSGALG00000029331,2,2,0,4,0,0,0,0,2,2,2,0
ENSGALG00000029332,2135,3547,1758,4179,1657,4659,2566,1756,2445,1121,2251,3006
ENSGALG00000029333,43,74,48,172,11,232,105,52,68,18,40,15
ENSGALG00000016719,2319,2866,885,2271,1424,4537,2803,1779,3476,2326,1401,1878
ENSGALG00000049506,32,28,15,21,30,118,28,15,62,13,13,26
ENSGALG00000012419,3,8,16,10,1,20,2,7,3,5,8,6
ENSGALG00000012418,18,3,0,1,1,4,2,1,2,10,1,0
ENSGALG00000012412,1463,3095,1337,4837,661,3343,1702,1224,2299,1848,3247,1321
ENSGALG00000012410,334,627,342,533,226,1440,337,244,543,299,295,470
ENSGALG00000012416,53,63,17,25,22,73,20,4,10,21,5,18
ENSGALG00000012414,264,404,223,507,276,893,479,376,587,169,342,559
ENSGALG00000009817,247,359,161,640,169,1061,407,363,334,126,297,391
ENSGALG00000052764,1,1,0,2,1,2,1,1,1,1,2,0
ENSGALG00000052767,3439,10597,527,956,992,2715,4420,2482,2462,2047,1650,1305
ENSGALG00000009814,404,410,226,543,225,1079,410,278,328,121,309,375
ENSGALG00000009813,3238,4591,2736,6021,1484,6498,3687,1843,2908,1870,3604,3820
ENSGALG00000052760,3,4,0,5,1,14,1,1,5,3,4,7
ENSGALG00000009811,248,418,212,303,195,506,212,230,215,171,216,393
ENSGALG00000052762,1,1,1,10,1,1,1,1,3,4,2,1
ENSGALG00000052769,24,15,7,8,11,29,12,24,53,10,11,10
ENSGALG00000052768,175,198,95,85,42,178,72,15,213,142,90,113
ENSGALG00000050729,267,326,222,472,197,515,220,380,447,260,341,345
ENSGALG00000050728,52,76,35,12,8,121,19,15,731,53,39,58
ENSGALG00000050727,2,2,2,5,3,3,1,1,1,1,4,3
ENSGALG00000050726,12,15,13,23,8,22,15,9,22,14,14,11
ENSGALG00000050725,2199,3857,1316,1375,1059,2555,1224,900,2405,1591,1271,1718
ENSGALG00000050724,2,3,0,1,0,8,2,0,3,2,1,1
ENSGALG00000050723,2,5,2,1,4,4,2,0,0,2,2,0
ENSGALG00000050722,0,0,0,0,0,0,1,1,0,0,0,0
ENSGALG00000050721,0,0,0,0,0,0,0,0,0,0,0,1
ENSGALG00000050720,21,46,20,46,2,24,36,25,24,16,42,22
ENSGALG00000014718,2068,2803,1505,3772,1358,8407,2917,1364,2677,1543,2053,1920
ENSGALG00000014719,273,736,236,723,279,476,262,216,561,402,646,425
ENSGALG00000014716,1616,1899,1024,3610,1268,4652,2663,1360,2613,1011,2590,1929
ENSGALG00000014717,4,38,28,10,3,33,28,0,21,1,18,21
ENSGALG00000014712,116,175,79,405,94,465,231,184,205,82,258,133
ENSGALG00000014713,17,7,16,0,6,140,7,0,1,17,3,24
ENSGALG00000014711,386,680,315,1269,477,1512,956,549,630,260,693,711
ENSGALG00000040468,0,0,0,0,0,0,0,0,0,1,1,0
ENSGALG00000027692,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000027695,1589,2509,1306,4033,1786,3925,3788,1450,5901,2957,2407,1600
ENSGALG00000027697,1,3,0,2,0,2,1,3,4,1,1,0
ENSGALG00000027696,97,185,63,82,36,131,47,13,286,103,67,90
ENSGALG00000027698,392,892,475,516,295,552,309,322,768,231,545,745
ENSGALG00000040463,28,41,42,41,6,42,52,20,52,54,22,16
ENSGALG00000040465,2958,4106,3558,4338,1726,9280,3167,2322,5143,2274,2613,3645
ENSGALG00000040464,1258,1861,923,2517,961,4576,1996,1521,1717,742,1665,1794
ENSGALG00000011298,420,617,269,364,172,761,210,295,587,216,248,358
ENSGALG00000011299,125,204,108,377,112,225,175,127,352,80,218,149
ENSGALG00000011290,10244,22420,9172,4944,4564,12275,4315,9116,11036,6679,7282,12325
ENSGALG00000011291,673,5280,3801,6147,420,1575,923,823,1219,2685,4296,954
ENSGALG00000011293,262,498,250,376,149,622,243,278,426,162,392,494
ENSGALG00000011294,443,450,269,531,279,708,277,517,423,227,286,346
ENSGALG00000011296,481,631,257,403,237,390,150,350,456,334,293,224
ENSGALG00000011297,345,467,191,341,212,981,289,383,456,211,304,420
ENSGALG00000029596,289,348,257,238,82,1474,247,120,293,173,183,280
ENSGALG00000029599,1162,1766,749,1319,1048,2520,1048,956,2127,1486,1382,1220
ENSGALG00000051238,1,1,0,1,0,1,0,0,0,1,1,1
ENSGALG00000051239,3,2,0,2,0,1,1,1,1,1,2,2
ENSGALG00000051232,1,1,0,1,1,1,0,0,1,1,1,0
ENSGALG00000051233,1,1,0,1,1,1,0,1,1,1,1,1
ENSGALG00000051230,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051231,5,12,0,10,0,13,0,0,1,11,3,0
ENSGALG00000051236,3,13,10,10,2,6,0,1,7,5,8,6
ENSGALG00000051237,2,1,0,1,0,3,1,1,4,1,1,2
ENSGALG00000051234,4,1,1,0,1,13,3,0,1,8,0,2
ENSGALG00000051235,5,4,2,5,6,13,9,1,28,4,9,10
ENSGALG00000008038,13025,22235,11542,15182,7647,30729,10280,12337,15665,6833,12683,18624
ENSGALG00000008039,771,1415,602,992,560,2280,776,844,1481,399,751,1050
ENSGALG00000008036,482,949,414,936,279,1210,537,534,1017,375,617,774
ENSGALG00000008037,7,5,0,0,16,0,3,5,4,3,12,0
ENSGALG00000008034,2995,3452,1768,2914,1934,3518,2457,1780,4393,2020,2595,2763
ENSGALG00000008032,314,654,405,500,224,954,613,321,337,203,633,452
ENSGALG00000005259,397,621,187,451,330,1091,307,251,611,178,338,496
ENSGALG00000005258,5,2,1,2,17,1,1,0,9,4,3,6
ENSGALG00000050189,50,89,39,79,55,167,76,22,113,48,86,92
ENSGALG00000050188,41,26,5,21,0,40,0,25,53,19,0,16
ENSGALG00000036380,1296,1946,992,1765,1015,2516,1163,831,2069,1221,1151,1476
ENSGALG00000036383,6,12,6,12,0,15,0,0,7,0,15,8
ENSGALG00000005251,1197,1103,351,695,868,1502,543,465,751,720,383,645
ENSGALG00000050182,26,171,0,20,5,156,7,1,2,19,12,18
ENSGALG00000005253,49,61,19,15,47,34,1,75,586,67,8,81
ENSGALG00000005252,80,163,57,58,30,107,103,78,87,77,63,100
ENSGALG00000050187,0,0,3,0,0,0,0,0,0,0,0,0
ENSGALG00000005254,121,151,50,22,69,253,67,221,62,60,136,219
ENSGALG00000050185,4,7,6,21,7,75,8,0,14,4,2,5
ENSGALG00000050184,0,1,0,4,0,0,0,0,0,0,1,0
ENSGALG00000011875,140,143,74,129,51,436,129,193,128,121,115,231
ENSGALG00000015770,15817,24669,13306,28545,12687,37651,20962,14649,32000,13832,17875,20707
ENSGALG00000011870,4722,5181,2621,11164,3828,14552,9779,4722,7763,2858,6330,5776
ENSGALG00000000558,3521,2780,548,1155,2010,2278,1250,2191,2499,2059,1025,2433
ENSGALG00000011872,134,153,134,106,45,673,117,25,123,60,97,65
ENSGALG00000000557,46,86,23,48,66,50,44,0,40,43,32,27
ENSGALG00000000556,3,4,9,25,0,0,0,0,8,9,9,0
ENSGALG00000000551,1793,2926,1327,2561,1242,3877,1825,1692,2849,1325,2036,2380
ENSGALG00000000550,903,657,615,1158,664,2694,944,631,1272,546,973,977
ENSGALG00000006788,2056,3768,1610,3031,1728,4846,2498,2336,3270,1352,2174,2326
