gene_id,UP_90_10_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out
ENSGALG00000005860,693,1249,646,634,337,1392,749,670,1100,411,386,932
ENSGALG00000005861,980,2375,746,655,509,930,826,1074,1746,803,627,1261
ENSGALG00000005869,2760,4446,1979,2139,1014,4640,2138,1962,4157,1157,1621,2967
ENSGALG00000040528,301,652,317,340,190,878,370,270,857,169,261,391
ENSGALG00000027932,218,365,126,337,116,375,462,129,424,97,193,259
ENSGALG00000034282,76,197,87,77,64,143,105,128,307,50,55,105
ENSGALG00000034281,4722,6325,3120,2362,1642,6199,5375,2736,9336,1912,1823,4941
ENSGALG00000034284,2493,2255,700,552,1440,1563,911,1395,2392,2409,438,1151
ENSGALG00000034288,35,33,0,7,0,31,11,0,18,0,0,25
ENSGALG00000034289,167,205,97,113,66,294,93,93,396,67,69,170
ENSGALG00000027935,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048960,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048961,5,11,1,2,0,1,2,3,7,2,2,3
ENSGALG00000048962,48,89,37,79,35,95,103,59,67,21,96,91
ENSGALG00000048963,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048964,0,2,0,3,0,6,0,0,3,0,0,2
ENSGALG00000048965,0,0,0,6,7,0,0,0,0,0,0,0
ENSGALG00000048966,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048967,8,49,16,10,6,34,4,60,50,0,6,40
ENSGALG00000048968,404,174,20,5,154,6,0,140,14,143,0,131
ENSGALG00000048969,1,1,1,0,0,6,0,1,0,0,0,1
ENSGALG00000054807,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040522,3616,6517,3468,2999,1295,8411,3374,2574,5446,1400,1394,3135
ENSGALG00000040704,262,330,186,15,0,682,10,241,8,5,8,345
ENSGALG00000040705,20,18,14,11,5,33,14,0,21,5,10,14
ENSGALG00000040702,368,461,242,349,118,801,471,405,577,105,253,316
ENSGALG00000040703,913,1660,632,386,358,1349,683,627,1319,547,369,770
ENSGALG00000040709,98,95,57,127,45,139,146,88,91,54,59,118
ENSGALG00000044630,0,2,8,0,0,22,0,8,14,0,0,0
ENSGALG00000044631,4,8,0,1,5,6,20,0,0,3,2,3
ENSGALG00000044632,18,17,5,15,0,20,21,23,20,5,0,10
ENSGALG00000054801,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000026278,273,332,239,222,114,656,330,304,631,245,196,236
ENSGALG00000026279,92,211,119,110,28,296,116,87,107,43,71,151
ENSGALG00000033150,154,247,156,79,96,373,139,87,290,169,71,140
ENSGALG00000033157,365,555,294,147,142,737,393,481,764,213,143,524
ENSGALG00000033156,3,0,0,0,0,6,0,0,0,0,0,4
ENSGALG00000033154,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000026271,224,414,227,157,72,263,162,182,272,66,103,254
ENSGALG00000026276,24,74,13,0,3,21,13,0,13,7,0,12
ENSGALG00000006889,99,113,25,16,7,184,50,19,24,18,8,73
ENSGALG00000049610,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049613,75,131,41,52,57,98,41,64,191,30,36,100
ENSGALG00000049612,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049615,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049614,0,0,0,0,0,0,0,0,0,0,1,0
ENSGALG00000049617,24,21,17,42,19,23,56,13,19,8,14,28
ENSGALG00000049616,36,51,31,43,17,66,37,32,50,16,19,68
ENSGALG00000049619,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000006880,2787,5605,2571,1667,762,5401,2309,1859,6743,1348,1222,2745
ENSGALG00000006882,105,169,173,119,45,153,167,79,226,62,72,90
ENSGALG00000006887,89,190,90,70,21,124,58,12,92,41,68,91
ENSGALG00000006886,72,99,48,87,33,166,74,26,115,24,38,64
ENSGALG00000032280,806,1378,889,674,308,1732,788,620,919,350,492,936
ENSGALG00000032282,14,5,12,2,3,5,10,21,25,0,6,28
ENSGALG00000032287,5307,8120,4581,9381,2521,13673,11229,5206,11437,2382,5647,7889
ENSGALG00000032289,400,550,258,649,213,1289,901,347,810,128,352,534
ENSGALG00000054335,1,1,1,1,0,3,1,0,0,1,0,0
ENSGALG00000041949,104,257,73,83,34,145,106,79,135,49,60,120
ENSGALG00000041948,3,5,0,0,0,25,6,0,36,5,0,4
ENSGALG00000039168,458,712,335,475,272,1013,500,488,623,170,230,585
ENSGALG00000039169,407,588,323,467,158,812,540,265,646,121,273,413
ENSGALG00000012721,276,561,284,299,70,664,342,243,287,59,158,373
ENSGALG00000012720,847,1017,520,1121,411,1998,1307,775,1552,388,678,942
ENSGALG00000039160,1999,4060,1993,1726,1058,4471,1909,2344,4556,1825,1170,2243
ENSGALG00000039161,95,208,141,170,38,296,157,65,205,63,86,161
ENSGALG00000039163,3222,3594,1425,2393,1883,5446,5303,3149,9666,1745,1696,4062
ENSGALG00000039164,632,1279,552,418,280,1266,491,526,1081,438,316,779
ENSGALG00000039166,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000019848,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000041285,987,1617,916,882,474,1915,1091,777,2255,525,648,1055
ENSGALG00000039895,82,137,47,19,21,94,39,30,264,83,25,56
ENSGALG00000019843,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000019842,0,10,20,6,0,31,0,0,2,2,4,10
ENSGALG00000019845,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000019844,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000019847,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000019846,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000032845,0,0,0,0,0,0,0,0,14,0,0,0
ENSGALG00000051354,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000039891,2843,4948,3003,3058,1335,8848,3685,2516,4729,1334,1582,3183
ENSGALG00000012098,519,1028,462,394,220,1095,557,450,880,310,293,592
ENSGALG00000012095,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000032841,47,69,34,45,12,72,110,33,42,7,15,34
ENSGALG00000012092,21,16,4,13,8,37,22,27,15,4,6,13
ENSGALG00000043541,353,405,206,479,141,671,480,154,672,148,220,283
ENSGALG00000043545,305,370,201,245,122,771,460,175,362,54,155,378
ENSGALG00000043544,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025219,1,1,1,1,1,1,1,0,1,1,1,1
ENSGALG00000025218,1,0,0,1,1,0,2,0,0,0,0,0
ENSGALG00000025217,2,6,2,2,2,11,2,0,8,11,1,11
ENSGALG00000025216,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025215,0,0,0,0,0,3,0,0,0,0,0,0
ENSGALG00000025213,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025212,0,0,0,0,0,0,0,0,0,1,0,1
ENSGALG00000025211,7,33,22,24,7,15,2,14,20,7,17,10
ENSGALG00000048579,0,0,0,6,0,8,0,0,0,0,5,0
ENSGALG00000048578,6,11,0,7,0,55,9,0,0,5,4,0
ENSGALG00000048573,0,0,0,4,0,0,3,0,0,0,0,0
ENSGALG00000048572,14,22,18,5,0,68,16,1,42,11,0,3
ENSGALG00000048571,2,1,0,2,0,2,0,0,3,0,0,0
ENSGALG00000048570,2,1,0,0,0,5,0,0,3,0,0,0
ENSGALG00000048577,35,4,1,9,0,0,1,7,43,2,1,3
ENSGALG00000048576,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048575,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048574,0,0,0,0,0,0,0,0,11,0,0,0
ENSGALG00000002437,1168,2147,1012,1241,387,1863,1949,735,1877,567,715,1190
ENSGALG00000002430,166,211,142,178,69,381,189,118,277,106,112,136
ENSGALG00000002431,3623,5458,2720,2437,806,4534,2939,2431,3558,619,1057,2986
ENSGALG00000002432,184,356,42,141,65,83,45,114,93,130,34,66
ENSGALG00000002439,527,782,490,907,259,1713,1015,486,873,271,439,710
ENSGALG00000007909,396,391,86,164,217,150,105,222,165,133,100,209
ENSGALG00000029918,969,1998,937,768,598,1230,952,795,1831,633,769,1092
ENSGALG00000029912,399,1039,513,280,141,466,268,357,804,330,273,530
ENSGALG00000029915,116,188,149,126,47,454,118,78,190,43,86,139
ENSGALG00000029917,205,304,81,66,80,194,110,108,361,137,89,165
ENSGALG00000009303,764,1291,695,613,289,2023,947,643,1287,409,324,707
ENSGALG00000009302,0,17,0,0,0,0,0,0,0,0,0,2
ENSGALG00000009301,80,157,39,202,59,330,227,177,384,41,61,174
ENSGALG00000009300,844,1878,835,913,406,1432,1103,720,1839,631,696,1082
ENSGALG00000009307,272,504,297,280,157,653,289,198,424,120,138,413
ENSGALG00000009306,0,0,5,0,0,0,0,0,0,0,4,0
ENSGALG00000054088,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054089,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054086,39,17,16,16,12,0,37,12,29,6,9,0
ENSGALG00000054087,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000009309,479,747,350,418,150,1524,622,277,527,239,217,344
ENSGALG00000009308,6,11,0,7,0,4,0,0,0,0,0,2
ENSGALG00000054082,1,1,1,0,0,1,0,0,1,1,0,0
ENSGALG00000054083,340,963,442,130,133,969,264,329,468,172,90,286
ENSGALG00000054080,0,15,0,3,0,0,0,0,0,0,0,0
ENSGALG00000054081,138,125,42,88,33,84,49,90,92,32,34,87
ENSGALG00000053685,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053684,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000053687,0,0,1,0,0,0,0,0,1,0,0,1
ENSGALG00000053686,18,37,16,17,4,70,18,0,32,13,16,18
ENSGALG00000053681,0,0,0,7,0,0,0,0,12,0,0,0
ENSGALG00000053680,765,2108,815,855,531,1571,810,1752,1187,451,411,1066
ENSGALG00000053683,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053682,513,1173,245,85,139,803,236,33,452,218,131,361
ENSGALG00000053689,128,167,129,191,32,398,172,89,165,52,95,163
ENSGALG00000053688,2,0,0,0,0,10,0,0,0,0,0,2
ENSGALG00000027189,0,0,0,0,0,0,0,0,13,0,0,0
ENSGALG00000027188,610,408,180,346,266,871,908,309,1452,471,248,459
ENSGALG00000027184,74,87,53,55,13,315,75,53,87,31,37,93
ENSGALG00000015572,6,22,21,6,0,45,0,0,16,0,5,7
ENSGALG00000027183,20,57,47,32,13,23,18,28,35,29,31,49
ENSGALG00000027236,0,3,0,1,0,6,1,0,0,0,0,0
ENSGALG00000027234,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000027232,125,335,162,137,33,173,120,106,272,102,78,208
ENSGALG00000027231,27,62,23,32,36,32,22,60,67,41,22,30
ENSGALG00000054550,6,12,11,7,8,39,12,18,9,5,5,7
ENSGALG00000054551,2,0,0,0,0,2,0,0,6,0,0,0
ENSGALG00000054552,0,0,0,0,0,0,0,0,0,3,0,0
ENSGALG00000054553,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054554,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054555,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054556,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054557,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054558,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053021,0,3,0,0,0,0,1,0,2,0,0,0
ENSGALG00000053020,2,2,0,0,0,6,1,0,0,1,0,0
ENSGALG00000053023,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053022,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053025,18,54,21,10,0,65,0,0,49,16,4,16
ENSGALG00000053024,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053027,4,10,0,0,11,0,0,0,0,13,0,27
ENSGALG00000053026,0,0,0,0,0,0,0,0,5,0,0,0
ENSGALG00000053029,0,0,0,0,4,0,0,0,0,0,2,0
ENSGALG00000053028,308,421,162,216,188,536,445,238,902,254,121,214
ENSGALG00000008951,174,279,185,344,81,476,333,180,219,81,143,290
ENSGALG00000008950,231,418,194,230,76,554,249,138,425,81,154,210
ENSGALG00000008953,268,293,149,157,39,451,153,25,222,66,116,205
ENSGALG00000008952,16,40,13,17,8,39,38,6,16,0,5,14
ENSGALG00000008954,68,83,96,115,31,202,185,83,124,18,43,91
ENSGALG00000008957,1538,2408,1319,1286,594,3084,1589,1228,2135,538,776,1968
ENSGALG00000008956,535,820,448,558,219,1257,539,430,754,213,320,573
ENSGALG00000007346,4922,6943,3641,4555,2249,9468,6989,4002,10289,1809,3081,6411
ENSGALG00000007341,161,357,87,87,36,250,100,120,312,101,65,201
ENSGALG00000039200,242,435,238,177,58,374,292,126,431,150,135,254
ENSGALG00000039203,592,1108,535,381,309,1679,655,550,827,309,261,608
ENSGALG00000039205,1613,3250,1281,795,438,1831,1007,1049,1733,905,686,1100
ENSGALG00000039206,62,69,52,12,28,160,29,38,167,49,11,44
ENSGALG00000039209,55,258,225,90,40,187,193,69,467,61,114,425
ENSGALG00000039208,418,610,323,487,197,862,626,353,843,208,339,510
ENSGALG00000047015,2,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047014,7,53,15,3,0,44,13,0,11,9,2,0
ENSGALG00000047017,0,4,0,5,2,0,0,0,2,0,0,0
ENSGALG00000047016,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047011,0,0,0,1,1,1,0,1,1,0,0,0
ENSGALG00000047010,1,1,0,1,0,1,0,0,0,1,0,2
ENSGALG00000047013,3,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047012,4,7,5,0,0,0,0,0,0,0,3,4
ENSGALG00000047019,66,129,43,61,32,52,70,46,285,89,86,40
ENSGALG00000047018,8,15,8,4,4,23,19,0,3,0,5,13
ENSGALG00000016610,33,37,0,15,0,30,22,20,18,0,13,38
ENSGALG00000029276,2526,4224,1839,1054,932,3798,1725,1421,4436,1923,995,2263
ENSGALG00000016615,11,19,4,0,0,19,6,0,32,0,2,7
ENSGALG00000029270,52,81,36,27,31,212,35,21,94,53,14,43
ENSGALG00000016617,1078,1507,688,1393,679,2405,1805,1038,3428,1070,1092,1179
ENSGALG00000005579,433,789,455,498,169,950,551,329,660,156,291,613
ENSGALG00000016618,17,26,19,43,5,82,29,20,60,4,13,33
ENSGALG00000029279,90,89,57,133,44,163,108,57,105,36,33,79
ENSGALG00000055076,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055077,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000045529,269,868,462,196,157,434,220,262,601,263,203,311
ENSGALG00000028600,17125,26531,11074,10584,6285,26400,16175,14513,24994,7512,8346,16406
ENSGALG00000045522,0,0,0,0,0,5,0,0,0,0,0,0
ENSGALG00000045521,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000045520,0,0,0,0,0,0,0,0,0,0,0,3
ENSGALG00000052646,312,447,277,236,108,625,326,374,507,138,172,409
ENSGALG00000052647,317,650,310,220,177,729,358,325,642,167,168,331
ENSGALG00000052644,0,0,0,0,0,0,11,0,0,0,0,4
ENSGALG00000052645,15,2,33,7,1,31,9,4,85,1,6,1
ENSGALG00000052642,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052643,72,160,72,38,24,538,78,48,136,27,21,49
ENSGALG00000052640,2,0,3,0,0,0,0,0,6,0,0,0
ENSGALG00000052641,34,37,33,24,16,66,9,45,25,21,18,38
ENSGALG00000005572,7,13,13,0,0,12,17,0,0,3,6,2
ENSGALG00000052648,968,1550,918,1463,415,2957,1899,948,1617,369,732,1319
ENSGALG00000052649,270,1072,494,134,125,911,212,344,494,182,147,366
ENSGALG00000050648,39,35,24,19,8,36,32,48,43,11,18,44
ENSGALG00000050649,5,1,2,3,0,2,1,0,3,2,1,1
ENSGALG00000011065,716,1000,454,426,201,993,743,430,652,141,231,800
ENSGALG00000050640,0,0,0,0,0,0,0,0,0,0,0,1
ENSGALG00000055078,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000011069,47,14,22,28,22,38,15,20,70,24,24,30
ENSGALG00000050643,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050644,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050645,34,54,30,16,18,67,18,68,65,23,18,22
ENSGALG00000050646,5,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050007,19,29,19,30,4,101,15,4,73,10,19,7
ENSGALG00000014616,62,148,80,14,26,58,81,87,127,21,29,151
ENSGALG00000014615,909,1450,582,1154,279,1471,1379,915,1166,283,662,876
ENSGALG00000014614,1546,2336,1246,1437,464,3270,1689,1066,1560,445,858,1896
ENSGALG00000027950,917,1523,636,603,801,1197,571,1723,1335,569,454,1194
ENSGALG00000040549,47,259,50,30,67,79,73,86,103,24,64,176
ENSGALG00000040541,172,206,111,39,45,188,103,86,201,116,58,126
ENSGALG00000040546,549,578,454,345,180,1937,553,231,411,194,138,327
ENSGALG00000011395,2199,3907,1747,1850,1264,4285,2150,1792,2902,1075,1000,2574
ENSGALG00000011394,368,375,183,385,239,679,345,360,793,130,205,242
ENSGALG00000011391,0,10,8,4,0,0,7,0,0,0,0,0
ENSGALG00000046879,28,8,9,17,5,114,19,0,5,21,7,21
ENSGALG00000011393,670,1171,500,654,390,1226,758,515,1780,441,427,677
ENSGALG00000011392,253,382,245,372,105,937,490,251,329,83,151,325
ENSGALG00000046874,96,11,4,32,3,4,4,2,35,9,9,9
ENSGALG00000046875,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046876,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046877,113,417,118,58,0,141,0,69,96,58,40,0
ENSGALG00000046870,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046871,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046872,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046873,11,5,0,7,0,4,0,0,8,9,3,10
ENSGALG00000029494,70,143,32,41,31,107,53,41,165,36,26,101
ENSGALG00000029498,84,184,85,64,22,144,137,85,110,31,59,131
ENSGALG00000040098,5322,11856,4998,3735,2234,12288,4103,4535,9886,2816,2816,6046
ENSGALG00000040097,241,319,196,303,90,458,384,174,389,48,195,375
ENSGALG00000044735,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000044734,2,1,1,1,0,4,1,0,1,1,1,2
ENSGALG00000008179,961,1178,640,550,354,1575,798,836,1622,521,440,862
ENSGALG00000008178,0,8,0,3,0,0,0,0,0,3,0,0
ENSGALG00000044730,299,576,316,556,185,655,513,344,510,128,302,375
ENSGALG00000044733,20,14,0,0,12,0,0,0,7,3,0,9
ENSGALG00000008172,802,1025,532,446,223,943,507,532,682,232,271,663
ENSGALG00000044739,2,6,7,3,2,8,1,3,20,2,1,5
ENSGALG00000008176,247,472,280,179,107,412,228,324,355,89,176,282
ENSGALG00000008175,125,189,65,132,39,378,158,80,159,50,49,168
ENSGALG00000008174,129,204,116,230,90,519,357,97,344,54,128,125
ENSGALG00000000745,10,0,0,3,0,12,5,0,0,0,0,0
ENSGALG00000000747,1853,3781,1574,2111,947,4034,3174,1659,4919,1388,1709,2338
ENSGALG00000000740,185,316,157,114,88,539,206,96,458,209,96,163
ENSGALG00000005512,2384,2795,1149,1658,896,2757,1501,1534,2205,896,836,2214
ENSGALG00000000748,232,356,106,71,52,117,87,114,255,79,46,233
ENSGALG00000005517,759,1165,537,592,288,905,482,639,868,302,455,789
ENSGALG00000005515,0,2,0,0,0,0,0,0,0,0,0,0
ENSGALG00000009604,17,33,16,47,11,22,66,0,61,4,42,21
ENSGALG00000009603,0,0,0,0,0,0,0,0,23,0,0,4
ENSGALG00000011931,908,2056,1081,790,511,2128,727,1196,1436,502,571,1373
ENSGALG00000011930,11,17,0,11,0,48,18,0,14,0,0,18
ENSGALG00000011932,176,237,122,110,43,333,141,95,256,51,95,182
ENSGALG00000011937,1460,2624,1027,1497,821,2929,1627,528,4094,1196,1080,1491
ENSGALG00000009601,3788,5045,1436,3316,1044,5251,4220,3206,3392,695,1162,4289
ENSGALG00000006009,4897,8237,3057,3199,2470,6499,5009,5793,9697,1704,2275,5672
ENSGALG00000047894,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000001058,178,221,146,117,121,278,134,125,231,140,97,142
ENSGALG00000047837,25,60,7,14,7,35,17,16,29,8,3,3
ENSGALG00000047836,1,0,0,5,1,1,2,2,2,0,1,0
ENSGALG00000047835,273,532,249,376,140,421,360,363,545,111,300,412
ENSGALG00000031754,960,1729,740,1002,478,1709,1538,864,2303,550,765,1397
ENSGALG00000047833,36,44,20,8,0,32,0,4,48,8,10,17
ENSGALG00000047832,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047831,0,20,19,0,0,35,13,0,18,0,0,18
ENSGALG00000047830,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047839,9,4,6,2,1,16,4,11,1,2,1,6
ENSGALG00000047838,23,53,15,13,15,23,35,13,59,15,9,21
ENSGALG00000007919,609,1390,573,549,280,1212,510,622,1076,306,266,606
ENSGALG00000007914,220,782,335,226,86,905,206,371,680,241,118,396
ENSGALG00000007917,25,67,6,26,0,38,23,0,15,3,9,21
ENSGALG00000007912,1026,2044,954,873,497,1609,1118,1080,2723,803,873,1472
ENSGALG00000001056,43,71,14,51,11,98,69,0,95,23,29,44
ENSGALG00000037349,30,63,26,16,14,30,16,42,31,24,10,37
ENSGALG00000001055,2068,3062,1588,1766,660,3589,2134,1568,2266,634,1140,2508
ENSGALG00000045063,119,119,66,76,18,145,32,75,56,16,41,128
ENSGALG00000045060,194,377,259,249,68,551,317,142,260,112,136,285
ENSGALG00000037347,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000006355,447,650,370,248,105,883,301,263,544,155,142,384
ENSGALG00000006354,1,7,0,2,0,12,16,0,21,0,0,6
ENSGALG00000006357,411,840,441,467,144,1046,512,311,565,193,223,418
ENSGALG00000042730,1905,3663,1530,1340,1064,3225,1799,1548,4082,1456,1089,2574
ENSGALG00000006351,94,98,61,25,10,333,68,32,61,17,21,28
ENSGALG00000006350,1065,1679,690,933,367,1761,1096,809,1235,378,769,1155
ENSGALG00000006352,110,159,91,29,15,352,65,55,53,33,18,57
ENSGALG00000035275,10,12,6,2,4,5,4,8,4,2,0,8
ENSGALG00000035270,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000037698,282,332,239,359,82,710,528,168,305,113,207,303
ENSGALG00000037699,257,404,244,192,97,504,293,144,348,78,150,272
ENSGALG00000037695,0,0,0,0,0,0,0,0,0,2,0,0
ENSGALG00000037697,3102,4074,2240,3323,1144,6603,3792,2578,4857,898,1794,4048
ENSGALG00000037692,15,39,0,14,0,20,4,0,32,0,0,0
ENSGALG00000003329,349,696,402,317,136,845,400,398,671,173,224,407
ENSGALG00000003326,65,87,67,69,27,99,120,81,147,10,37,126
ENSGALG00000003325,225,320,198,156,66,585,196,134,185,69,91,250
ENSGALG00000003324,306,612,289,233,115,853,408,299,1006,231,141,222
ENSGALG00000003323,612,1354,726,658,378,897,681,629,1375,541,254,854
ENSGALG00000003322,852,1190,749,488,217,2061,759,606,782,293,284,660
ENSGALG00000003321,258,467,237,160,62,621,190,131,187,113,125,206
ENSGALG00000007003,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000007000,629,1193,469,364,236,985,537,452,912,324,209,504
ENSGALG00000007001,109,125,122,77,33,403,153,75,113,50,24,91
ENSGALG00000007007,2863,5258,5645,6319,1045,6226,5840,2907,3490,1503,3727,3829
ENSGALG00000007004,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042929,22,38,12,15,11,26,35,16,62,20,12,19
ENSGALG00000034585,7,18,0,2,4,0,0,0,0,16,0,6
ENSGALG00000034584,1043,1256,671,1250,542,1657,1486,640,1769,583,533,1062
ENSGALG00000034587,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000034586,124,146,89,131,64,244,183,119,152,42,67,110
ENSGALG00000034580,5,0,0,4,5,0,0,0,0,0,4,0
ENSGALG00000048379,282,304,218,392,129,936,460,161,459,122,192,278
ENSGALG00000048378,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048371,12,20,16,27,9,54,63,12,33,6,10,24
ENSGALG00000048370,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048373,0,0,0,0,0,3,0,0,0,0,0,0
ENSGALG00000048372,0,1,0,0,0,2,0,0,0,0,0,0
ENSGALG00000048375,0,2,0,1,0,1,0,0,3,1,0,0
ENSGALG00000048374,0,111,42,0,9,38,24,10,40,0,0,52
ENSGALG00000048377,0,15,5,5,0,9,0,0,14,5,4,7
ENSGALG00000048376,11,15,7,14,4,36,22,0,26,8,18,11
ENSGALG00000035187,678,1232,609,370,191,947,491,474,1534,354,280,715
ENSGALG00000002638,145,336,41,95,57,239,192,74,310,31,83,391
ENSGALG00000035185,1961,2374,945,1859,866,3114,3089,1646,5466,1204,1439,2196
ENSGALG00000046009,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046008,310,589,333,454,93,452,329,161,377,180,261,345
ENSGALG00000002632,125,178,66,58,27,238,123,85,110,35,58,127
ENSGALG00000002630,437,780,326,403,231,1046,454,385,814,191,242,414
ENSGALG00000036566,65,74,51,68,27,183,74,38,205,18,12,64
ENSGALG00000046000,260,416,281,372,122,1018,559,337,446,93,183,393
ENSGALG00000035188,6,0,0,0,0,6,0,26,0,0,0,0
ENSGALG00000043033,17,36,15,40,11,64,3,26,27,4,6,38
ENSGALG00000043036,613,1179,399,244,137,1209,461,405,888,249,236,572
ENSGALG00000043035,3288,3500,1408,1889,1374,3520,2911,2274,5457,1446,1814,3525
ENSGALG00000043034,239,452,216,66,93,215,152,139,520,212,109,213
ENSGALG00000043039,899,996,638,849,263,1421,907,507,963,239,456,996
ENSGALG00000003589,1227,2137,679,762,538,1488,941,917,1864,752,696,1401
ENSGALG00000003588,0,0,0,0,0,0,0,0,106,2,0,0
ENSGALG00000034631,3,3,4,6,0,9,0,0,0,0,3,0
ENSGALG00000034630,105,314,86,36,25,148,96,134,181,56,36,183
ENSGALG00000003582,503,739,355,467,120,900,474,478,456,101,244,555
ENSGALG00000003580,4972,7602,3605,2363,1171,9180,3865,2883,7963,1525,1565,4224
ENSGALG00000003584,145,161,110,101,52,871,138,28,183,29,45,136
ENSGALG00000002988,165,367,73,28,47,18,77,78,244,106,64,161
ENSGALG00000002984,343,567,290,242,158,527,250,142,471,179,143,239
ENSGALG00000002985,312,729,432,249,69,648,311,272,260,129,171,338
ENSGALG00000002987,114,182,107,70,46,434,90,91,284,56,39,98
